import time: self [us] | cumulative | imported package
import time:      2162 |       2757 |                                         torch._logging._internal
import time:       747 |       3504 |                                       torch._logging._registrations
import time:       798 |       4301 |                                     torch._logging
import time:       986 |        986 |                                     torch.utils._mode_utils
import time:      4448 |       9734 |                                   torch._subclasses.meta_utils
import time:      1002 |       1002 |                                   torch.utils._backport_slots
import time:       791 |        791 |                                   torch.utils._stats
import time:       665 |        665 |                                       torch.fx.experimental
import time:      1936 |       2601 |                                     torch.fx.experimental.sym_node
import time:      2788 |       5389 |                                   torch._subclasses._fake_tensor_utils
import time:       669 |        669 |                                     torch._custom_op
import time:      5349 |       6018 |                                   torch._subclasses.fake_impls
import time:      6726 |      29657 |                                 torch._subclasses.fake_tensor
import time:      1041 |       1041 |                                 torch._subclasses.fake_utils
import time:      1186 |      31884 |                               torch._subclasses
import time:        25 |      31908 |                             torch._subclasses.meta_utils
import time:      1072 |      73017 |                           torch.fx.passes.shape_prop
import time:       400 |        400 |                           pydot
import time:      1056 |      74473 |                         torch.fx.passes.graph_drawer
import time:      1134 |       1134 |                         torch.fx.passes.graph_manipulation
import time:      1431 |       1431 |                                 torch.fx.passes.utils.matcher_utils
import time:       959 |       2389 |                               torch.fx.passes.utils.common
import time:       634 |       3022 |                             torch.fx.passes.utils
import time:      1913 |       1913 |                             torch.fx.passes.tools_common
import time:      1452 |       6386 |                           torch.fx.passes.split_utils
import time:      1568 |       7954 |                         torch.fx.passes.net_min_base
import time:      1398 |       1398 |                         torch.fx.passes.operator_support
import time:       962 |        962 |                         torch.fx.passes.param_fetch
import time:      1760 |       1760 |                         torch.fx.passes.reinplace
import time:       734 |        734 |                           torch.fx._utils
import time:       722 |        722 |                             torch.utils._thunk
import time:       692 |        692 |                             torch.fx.experimental._backward_state
import time:      2900 |       4313 |                           torch.fx.experimental.proxy_tensor
import time:      1154 |       6200 |                         torch.fx.passes.runtime_assert
import time:      1764 |       1764 |                         torch.fx.passes.split_module
import time:      2011 |       2011 |                         torch.fx.passes.splitter_base
import time:       907 |      98557 |                       torch.fx.passes
import time:       865 |        865 |                         torch.fx.passes.infra.pass_base
import time:      1179 |       2043 |                       torch.fx.passes.infra.pass_manager
import time:       919 |     101519 |                     torch.fx.passes.infra
import time:        23 |     101541 |                   torch.fx.passes.infra.pass_base
import time:      1057 |       1057 |                                 torch._inductor
import time:       828 |        828 |                                 torch.utils._config_module
import time:     11765 |      13650 |                               torch._inductor.config
import time:      2826 |      16475 |                             torch._subclasses.functional_tensor
import time:      1381 |       1381 |                             torch._higher_order_ops.utils
import time:      1087 |      18942 |                           torch._higher_order_ops.cond
import time:      1341 |       1341 |                           torch._higher_order_ops.flex_attention
import time:       981 |        981 |                           torch._higher_order_ops.hints_wrap
import time:       997 |        997 |                           torch._higher_order_ops.while_loop
import time:       708 |      22967 |                         torch._higher_order_ops
import time:        65 |      23031 |                       torch._higher_order_ops.utils
import time:       867 |        867 |                           torch.export._tree_utils
import time:      3664 |       3664 |                           torch.export.graph_signature
import time:       710 |        710 |                                 torch._custom_op.autograd
import time:      1413 |       2123 |                               torch._custom_op.impl
import time:       656 |       2779 |                             torch._custom_ops
import time:       851 |        851 |                             torch._higher_order_ops.strict_mode
import time:      1246 |       4874 |                           torch._export.wrappers
import time:      1787 |      11191 |                         torch._export
import time:      1142 |      12333 |                       torch._export.utils
import time:       915 |        915 |                       torch._export.verifier
import time:      2151 |      38429 |                     torch.export.exported_program
import time:      2947 |      41376 |                   torch.export.dynamic_shapes
import time:       630 |        630 |                             torch._functorch._aot_autograd
import time:      1126 |       1756 |                           torch._functorch._aot_autograd.utils
import time:       818 |       2573 |                         torch._higher_order_ops.torchbind
import time:      1130 |       3702 |                       torch._higher_order_ops.effects
import time:       841 |       4543 |                     torch.export._remove_effect_tokens_pass
import time:      1486 |       6028 |                   torch.export.unflatten
import time:      1013 |     149957 |                 torch.export
import time:       755 |        755 |                     torch.fx.experimental.const_fold
import time:      1072 |       1826 |                   torch._functorch.eager_transforms
import time:       904 |        904 |                   torch._functorch.functional_call
import time:       742 |        742 |                   torch._functorch.batch_norm_replacement
import time:       908 |       4378 |                 torch.func
import time:       641 |        641 |                           torch.utils._content_store
import time:       785 |       1426 |                         torch._prims.debug_prims
import time:      1093 |       1093 |                         torch._prims.rng_prims
import time:      1180 |       1180 |                         torch._prims_common.wrappers
import time:    398970 |     402668 |                       torch._prims
import time:      1194 |       1194 |                       torch._higher_order_ops.out_dtype
import time:     31086 |     434947 |                     torch._decomp.decompositions
import time:      1871 |       1871 |                       torch._refs._conversions
import time:      4633 |       4633 |                       torch._refs.fft
import time:      2050 |       2050 |                       torch._refs.linalg
import time:       711 |        711 |                         torch._refs.nn
import time:      5452 |       6162 |                       torch._refs.nn.functional
import time:      4394 |       4394 |                       torch._refs.special
import time:     39797 |      58905 |                     torch._refs
import time:      1134 |     494986 |                   torch._decomp
import time:     82563 |     577548 |                 torch._meta_registrations
import time:      1244 |       1244 |                 torch.compiler
import time:    540677 |    1844228 |               torch
import time:       909 |        909 |                     safetensors._safetensors_rust
import time:       794 |       1703 |                   safetensors
import time:      1192 |       2895 |                 safetensors.torch
import time:       577 |        577 |                             torch.distributed._functional_collectives_impl
import time:       311 |        311 |                               optree
import time:       520 |        830 |                             torch.utils._cxx_pytree
import time:      3332 |       4738 |                           torch.distributed._functional_collectives
import time:      7182 |       7182 |                           torch.distributed.tensor._collective_utils
import time:      2039 |      13959 |                         torch.distributed.tensor.placement_types
import time:      1147 |      15106 |                       torch.distributed.tensor._dtensor_spec
import time:       302 |        302 |                           optree
import time:       585 |        886 |                         torch.utils._cxx_pytree
import time:      2780 |       3666 |                       torch.distributed.tensor._op_schema
import time:       885 |        885 |                             torch.distributed.tensor._random
import time:       519 |        519 |                               torch.distributed.tensor.device_mesh
import time:       950 |       1468 |                             torch.distributed.tensor._redistribute
import time:       651 |        651 |                               torch.distributed.tensor._utils
import time:       850 |       1501 |                             torch.distributed.tensor._sharding_prop
import time:       663 |        663 |                             torch.distributed.tensor._tp_conv
import time:       302 |        302 |                               optree
import time:       595 |        897 |                             torch.utils._cxx_pytree
import time:       974 |       6386 |                           torch.distributed.tensor._dispatch
import time:      1354 |       7739 |                         torch.distributed.tensor._api
import time:      1013 |       8752 |                       torch.distributed.tensor._ops.utils
import time:       747 |      28269 |                     torch.distributed.tensor._ops._conv_ops
import time:      1602 |       1602 |                     torch.distributed.tensor._ops._embedding_ops
import time:       723 |        723 |                     torch.distributed.tensor._ops._experimental_ops
import time:      2071 |       2071 |                     torch.distributed.tensor._ops._math_ops
import time:      1318 |       1318 |                       torch.distributed.tensor._ops._einsum_strategy
import time:      1460 |       2777 |                     torch.distributed.tensor._ops._matrix_ops
import time:      5793 |       5793 |                     torch.distributed.tensor._ops._pointwise_ops
import time:      1184 |       1184 |                     torch.distributed.tensor._ops._random_ops
import time:       787 |        787 |                       torch.distributed.tensor._ops._common_rules
import time:      1075 |       1861 |                     torch.distributed.tensor._ops._tensor_ops
import time:      2651 |       2651 |                     torch.distributed.tensor._ops._view_ops
import time:       973 |      47900 |                   torch.distributed.tensor._ops
import time:       831 |      48731 |                 torch.distributed.tensor
import time:      1068 |      52692 |               transformers.model_debugging_utils
import time:      1785 |    1945221 |             transformers.utils.generic
import time:      2395 |    1960088 |           transformers.utils.auto_docstring
import time:      1475 |       1475 |           transformers.utils.backbone_utils
import time:      1070 |       1070 |               jinja2.bccache
import time:       957 |        957 |                   markupsafe._speedups
import time:      2119 |       3076 |                 markupsafe
import time:      2436 |       2436 |                   jinja2.utils
import time:      2401 |       4837 |                 jinja2.nodes
import time:       854 |        854 |                   jinja2.exceptions
import time:       559 |        559 |                     jinja2.visitor
import time:       951 |       1510 |                   jinja2.idtracking
import time:       639 |        639 |                   jinja2.optimizer
import time:      2019 |       5020 |                 jinja2.compiler
import time:      1382 |       1382 |                     jinja2.async_utils
import time:      2038 |       2038 |                     jinja2.runtime
import time:      1969 |       5388 |                   jinja2.filters
import time:      1075 |       1075 |                   jinja2.tests
import time:       779 |       7241 |                 jinja2.defaults
import time:      1772 |       1772 |                   jinja2._identifier
import time:      2460 |       4232 |                 jinja2.lexer
import time:      1609 |       1609 |                 jinja2.parser
import time:      2362 |      28373 |               jinja2.environment
import time:      1317 |       1317 |               jinja2.loaders
import time:       894 |      31653 |             jinja2
import time:      1488 |       1488 |             jinja2.ext
import time:      1322 |       1322 |             jinja2.sandbox
import time:       831 |        831 |                 PIL._version
import time:      1000 |       1831 |               PIL
import time:      5256 |       5256 |               PIL.ExifTags
import time:       779 |        779 |                 PIL._deprecate
import time:      1203 |       1981 |               PIL.ImageMode
import time:      1867 |       1867 |               PIL.TiffTags
import time:      1037 |       1037 |               PIL._binary
import time:       758 |        758 |                 PIL._typing
import time:       941 |       1699 |               PIL._util
import time:       313 |        313 |               defusedxml
import time:       873 |        873 |               PIL._imaging
import time:     40197 |      55050 |             PIL.Image
import time:      3021 |      92532 |           transformers.utils.chat_template_utils
import time:      1066 |       1066 |           transformers.utils.constants
import time:      3445 |       3445 |           transformers.utils.hub
import time:       736 |        736 |           transformers.utils.peft_utils
import time:     14701 |    2412001 |         transformers.utils
import time:       634 |    2412634 |       transformers.utils.versions
import time:     15324 |    2428768 |     transformers.dependency_versions_check
import time:      1165 |       1165 |     transformers.utils.dummy_sentencepiece_and_tokenizers_objects
import time:       998 |        998 |     transformers.utils.dummy_mistral_common_objects
import time:       723 |        723 |     transformers.utils.dummy_tf_objects
import time:       729 |        729 |     transformers.utils.dummy_flax_objects
import time:    625207 |    3057588 |   transformers
import time:       703 |        703 |       filecmp
import time:       774 |       1477 |     transformers.dynamic_module_utils
import time:      5010 |       5010 |       transformers.integrations
import time:       105 |        105 |       array
import time:      1506 |       1506 |         tokenizers.tokenizers
import time:       549 |        549 |             tokenizers.decoders
import time:       547 |        547 |             tokenizers.models
import time:       554 |        554 |             tokenizers.normalizers
import time:       557 |        557 |             tokenizers.pre_tokenizers
import time:       544 |        544 |             tokenizers.processors
import time:      1173 |       3922 |           tokenizers.implementations.base_tokenizer
import time:       764 |        764 |           tokenizers.implementations.bert_wordpiece
import time:       727 |        727 |           tokenizers.implementations.byte_level_bpe
import time:       655 |        655 |           tokenizers.implementations.char_level_bpe
import time:       945 |        945 |           tokenizers.implementations.sentencepiece_bpe
import time:       951 |        951 |           tokenizers.implementations.sentencepiece_unigram
import time:      1008 |       8969 |         tokenizers.implementations
import time:      1524 |      11998 |       tokenizers
import time:      1881 |       1881 |       transformers.convert_slow_tokenizer
import time:      4996 |      23988 |     transformers.modeling_gguf_pytorch_utils
import time:      1853 |      27317 |   transformers.configuration_utils
import time:      1166 |       1166 |   transformers.tokenization_utils
import time:      2386 |       2386 |   transformers.models.encoder_decoder
import time:       822 |        822 |     transformers.generation
import time:      3700 |       3700 |     transformers.cache_utils
import time:      1469 |       1469 |     transformers.integrations.deepspeed
import time:       584 |        584 |     transformers.integrations.fsdp
import time:       576 |        576 |         torch.nn.attention._utils
import time:      1262 |       1838 |       torch.nn.attention.flex_attention
import time:      5375 |       7212 |     transformers.masking_utils
import time:     17802 |      17802 |     transformers.pytorch_utils
import time:      1153 |       1153 |     transformers.generation.beam_constraints
import time:       958 |        958 |     transformers.generation.beam_search
import time:       874 |        874 |           sklearn._config
import time:       575 |        575 |             sklearn.__check_build._check_build
import time:       652 |       1226 |           sklearn.__check_build
import time:      1815 |       1815 |           sklearn._distributor_init
import time:       652 |        652 |             sklearn.exceptions
import time:       557 |        557 |                     sklearn.utils._bunch
import time:      1040 |       1596 |                   sklearn.utils._metadata_requests
import time:       817 |       2413 |                 sklearn.utils.metadata_routing
import time:      1054 |       1054 |                         scipy.__config__
import time:       591 |        591 |                         scipy.version
import time:        82 |         82 |                           scipy._distributor_init_local
import time:       591 |        673 |                         scipy._distributor_init
import time:      2453 |       2453 |                                   Cython.Shadow
import time:       817 |       3270 |                                 Cython
import time:        23 |       3292 |                               Cython.Shadow
import time:       767 |       4059 |                             cython
import time:       767 |        767 |                               Cython.Compiler
import time:       974 |       1741 |                             Cython.Compiler.Version
import time:      2150 |       2150 |                             scipy._lib._pep440
import time:       921 |       8870 |                           scipy._lib._testutils
import time:       539 |       9408 |                         scipy._lib
import time:       620 |        620 |                           scipy._lib._ccallback_c
import time:       752 |       1372 |                         scipy._lib._ccallback
import time:       971 |      14067 |                       scipy
import time:      1020 |       1020 |                                 numpy._typing._add_docstring
import time:       789 |       1809 |                               numpy.typing
import time:       884 |        884 |                                   scipy._lib.array_api_compat.common._helpers
import time:       818 |       1702 |                                 scipy._lib.array_api_compat.common
import time:       747 |       2448 |                               scipy._lib.array_api_compat
import time:      1915 |       1915 |                                   scipy._lib.array_api_compat.common._aliases
import time:       995 |        995 |                                   scipy._lib.array_api_compat._internal
import time:       727 |        727 |                                   scipy._lib.array_api_compat.numpy._info
import time:      1860 |       5496 |                                 scipy._lib.array_api_compat.numpy._aliases
import time:      1127 |       1127 |                                   scipy._lib.array_api_compat.common._linalg
import time:      1166 |       2293 |                                 scipy._lib.array_api_compat.numpy.linalg
import time:       661 |        661 |                                   scipy._lib.array_api_compat.common._fft
import time:      1269 |       1929 |                                 scipy._lib.array_api_compat.numpy.fft
import time:       996 |      10711 |                               scipy._lib.array_api_compat.numpy
import time:      1155 |      16123 |                             scipy._lib._array_api
import time:      1164 |       1164 |                                 pkgutil
import time:      1656 |       2819 |                               pydoc
import time:      2003 |       4822 |                             scipy._lib._docscrape
import time:      1337 |      22280 |                           scipy._lib._util
import time:       772 |      23052 |                         scipy.sparse._sputils
import time:       790 |        790 |                         scipy.sparse._matrix
import time:      1049 |      24890 |                       scipy.sparse._base
import time:       606 |        606 |                         scipy.sparse._sparsetools
import time:       841 |        841 |                           scipy.sparse._data
import time:       804 |        804 |                           scipy.sparse._index
import time:      1222 |       2867 |                         scipy.sparse._compressed
import time:       916 |       4388 |                       scipy.sparse._csr
import time:       880 |        880 |                       scipy.sparse._csc
import time:      1101 |       1101 |                         scipy.sparse._csparsetools
import time:       901 |       2001 |                       scipy.sparse._lil
import time:      1047 |       1047 |                       scipy.sparse._dok
import time:      1475 |       1475 |                       scipy.sparse._coo
import time:      1435 |       1435 |                       scipy.sparse._dia
import time:      1174 |       1174 |                       scipy.sparse._bsr
import time:      2851 |       2851 |                       scipy.sparse._construct
import time:       985 |        985 |                       scipy.sparse._extract
import time:       815 |        815 |                       scipy.sparse._matrix_io
import time:       833 |        833 |                                 scipy.sparse.linalg._interface
import time:       702 |        702 |                                 scipy.sparse.linalg._isolve.utils
import time:      2622 |       2622 |                                       scipy.linalg._fblas
import time:       211 |        211 |                                       scipy.linalg._cblas
import time:        81 |         81 |                                       scipy.linalg._fblas_64
import time:       917 |       3830 |                                     scipy.linalg.blas
import time:      2440 |       2440 |                                       scipy.linalg._flapack
import time:       159 |        159 |                                       scipy.linalg._clapack
import time:        69 |         69 |                                       scipy.linalg._flapack_64
import time:      1652 |       4319 |                                     scipy.linalg.lapack
import time:      1359 |       9507 |                                   scipy.linalg._misc
import time:      1627 |       1627 |                                     scipy.linalg.cython_lapack
import time:       849 |       2475 |                                   scipy.linalg._cythonized_array_utils
import time:       821 |        821 |                                     scipy.linalg._decomp
import time:       654 |        654 |                                     scipy.linalg._decomp_svd
import time:      1016 |       1016 |                                     scipy.linalg._solve_toeplitz
import time:      1210 |       3699 |                                   scipy.linalg._basic
import time:       654 |        654 |                                     scipy.linalg._decomp_lu_cython
import time:      1263 |       1916 |                                   scipy.linalg._decomp_lu
import time:       883 |        883 |                                   scipy.linalg._decomp_ldl
import time:       709 |        709 |                                   scipy.linalg._decomp_cholesky
import time:       583 |        583 |                                   scipy.linalg._decomp_qr
import time:       578 |        578 |                                   scipy.linalg._decomp_qz
import time:       720 |        720 |                                   scipy.linalg._decomp_schur
import time:       624 |        624 |                                   scipy.linalg._decomp_polar
import time:       547 |        547 |                                     scipy.linalg._expm_frechet
import time:      1300 |       1300 |                                       scipy.linalg._matfuncs_sqrtm_triu
import time:       690 |       1990 |                                     scipy.linalg._matfuncs_sqrtm
import time:      1001 |       1001 |                                     scipy.linalg._matfuncs_expm
import time:       930 |        930 |                                     scipy.linalg._linalg_pythran
import time:       777 |       5243 |                                   scipy.linalg._matfuncs
import time:       973 |        973 |                                   scipy.linalg._special_matrices
import time:       757 |        757 |                                   scipy.linalg._solvers
import time:       639 |        639 |                                   scipy.linalg._procrustes
import time:      1099 |       1099 |                                     scipy.linalg.cython_blas
import time:       723 |       1821 |                                   scipy.linalg._decomp_update
import time:      1834 |       1834 |                                   scipy.linalg._sketches
import time:       827 |        827 |                                   scipy.linalg._decomp_cossin
import time:       598 |        598 |                                     scipy._lib.deprecation
import time:       610 |       1207 |                                   scipy.linalg.decomp
import time:       620 |        620 |                                   scipy.linalg.decomp_cholesky
import time:       597 |        597 |                                   scipy.linalg.decomp_lu
import time:       559 |        559 |                                   scipy.linalg.decomp_qr
import time:       557 |        557 |                                   scipy.linalg.decomp_svd
import time:       556 |        556 |                                   scipy.linalg.decomp_schur
import time:       535 |        535 |                                   scipy.linalg.basic
import time:       528 |        528 |                                   scipy.linalg.misc
import time:       532 |        532 |                                   scipy.linalg.special_matrices
import time:       504 |        504 |                                   scipy.linalg.matfuncs
import time:      1230 |      41202 |                                 scipy.linalg
import time:       838 |      43575 |                               scipy.sparse.linalg._isolve.iterative
import time:       650 |        650 |                               scipy.sparse.linalg._isolve.minres
import time:       601 |        601 |                                 scipy.sparse.linalg._isolve._gcrotmk
import time:       647 |       1248 |                               scipy.sparse.linalg._isolve.lgmres
import time:       748 |        748 |                               scipy.sparse.linalg._isolve.lsqr
import time:       688 |        688 |                               scipy.sparse.linalg._isolve.lsmr
import time:       607 |        607 |                               scipy.sparse.linalg._isolve.tfqmr
import time:       980 |      48493 |                             scipy.sparse.linalg._isolve
import time:       788 |        788 |                                 scipy.sparse.linalg._dsolve._superlu
import time:       326 |        326 |                                   scikits
import time:        24 |        349 |                                 scikits.umfpack
import time:       975 |       2112 |                               scipy.sparse.linalg._dsolve.linsolve
import time:       811 |        811 |                               scipy.sparse.linalg._dsolve._add_newdocs
import time:       732 |       3654 |                             scipy.sparse.linalg._dsolve
import time:      1051 |       1051 |                                     scipy._lib.decorator
import time:       631 |       1682 |                                   scipy._lib._threadsafety
import time:      1075 |       1075 |                                   scipy.sparse.linalg._eigen.arpack._arpack
import time:      1227 |       3983 |                                 scipy.sparse.linalg._eigen.arpack.arpack
import time:       840 |       4823 |                               scipy.sparse.linalg._eigen.arpack
import time:       822 |        822 |                                 scipy.sparse.linalg._eigen.lobpcg.lobpcg
import time:       828 |       1649 |                               scipy.sparse.linalg._eigen.lobpcg
import time:       244 |        244 |                                   scipy.sparse.linalg._propack
import time:      1078 |       1078 |                                   scipy.sparse.linalg._propack._spropack
import time:       922 |        922 |                                   scipy.sparse.linalg._propack._dpropack
import time:       942 |        942 |                                   scipy.sparse.linalg._propack._cpropack
import time:       925 |        925 |                                   scipy.sparse.linalg._propack._zpropack
import time:       741 |       4850 |                                 scipy.sparse.linalg._svdp
import time:      2113 |       6963 |                               scipy.sparse.linalg._eigen._svds
import time:       985 |      14419 |                             scipy.sparse.linalg._eigen
import time:       634 |        634 |                                 scipy.sparse.linalg._onenormest
import time:       813 |       1447 |                               scipy.sparse.linalg._expm_multiply
import time:      1205 |       2652 |                             scipy.sparse.linalg._matfuncs
import time:       779 |        779 |                             scipy.sparse.linalg._norm
import time:       864 |        864 |                             scipy.sparse.linalg._special_sparse_arrays
import time:       619 |        619 |                             scipy.sparse.linalg.isolve
import time:       609 |        609 |                             scipy.sparse.linalg.dsolve
import time:       672 |        672 |                             scipy.sparse.linalg.interface
import time:       637 |        637 |                             scipy.sparse.linalg.eigen
import time:       716 |        716 |                             scipy.sparse.linalg.matfuncs
import time:       851 |      74960 |                           scipy.sparse.linalg
import time:       946 |      75905 |                         scipy.sparse.csgraph._laplacian
import time:       660 |        660 |                             scipy.sparse.csgraph._tools
import time:       814 |       1473 |                           scipy.sparse.csgraph._validation
import time:       832 |       2305 |                         scipy.sparse.csgraph._shortest_path
import time:       806 |        806 |                         scipy.sparse.csgraph._traversal
import time:       780 |        780 |                         scipy.sparse.csgraph._min_spanning_tree
import time:       967 |        967 |                         scipy.sparse.csgraph._flow
import time:       877 |        877 |                         scipy.sparse.csgraph._matching
import time:       807 |        807 |                         scipy.sparse.csgraph._reordering
import time:       974 |      83419 |                       scipy.sparse.csgraph
import time:       926 |        926 |                       scipy.sparse.base
import time:      1628 |       1628 |                       scipy.sparse.bsr
import time:       817 |        817 |                       scipy.sparse.compressed
import time:       648 |        648 |                       scipy.sparse.construct
import time:       661 |        661 |                       scipy.sparse.coo
import time:       673 |        673 |                       scipy.sparse.csc
import time:       599 |        599 |                       scipy.sparse.csr
import time:       597 |        597 |                       scipy.sparse.data
import time:       602 |        602 |                       scipy.sparse.dia
import time:       599 |        599 |                       scipy.sparse.dok
import time:       744 |        744 |                       scipy.sparse.extract
import time:       657 |        657 |                       scipy.sparse.lil
import time:       593 |        593 |                       scipy.sparse.sparsetools
import time:       533 |        533 |                       scipy.sparse.sputils
import time:      1460 |     151152 |                     scipy.sparse
import time:       625 |        625 |                           joblib._multiprocessing_helpers
import time:       670 |        670 |                             joblib.externals
import time:       976 |        976 |                             joblib.externals.loky._base
import time:       842 |        842 |                                 multiprocessing.synchronize
import time:       734 |        734 |                                     multiprocessing.queues
import time:       803 |       1537 |                                   concurrent.futures.process
import time:       782 |        782 |                                   joblib.externals.loky.backend.process
import time:      1036 |       3355 |                                 joblib.externals.loky.backend.context
import time:       807 |       5003 |                               joblib.externals.loky.backend
import time:        26 |       5029 |                             joblib.externals.loky.backend.context
import time:       640 |        640 |                               joblib.externals.loky.backend._win_reduction
import time:       995 |        995 |                                 joblib.externals.cloudpickle.cloudpickle
import time:       683 |       1677 |                               joblib.externals.cloudpickle
import time:       943 |       3259 |                             joblib.externals.loky.backend.reduction
import time:        57 |         57 |                                 faulthandler
import time:       791 |        791 |                                 joblib.externals.loky.backend.queues
import time:       326 |        326 |                                     pwd
import time:      2577 |       2577 |                                     psutil._common
import time:      2699 |       2699 |                                       psutil._psutil_windows
import time:      2013 |       4712 |                                     psutil._pswindows
import time:      1627 |       9240 |                                   psutil
import time:       699 |       9939 |                                 joblib.externals.loky.backend.utils
import time:      1167 |       1167 |                                 joblib.externals.loky.initializers
import time:      1117 |      13068 |                               joblib.externals.loky.process_executor
import time:       807 |      13875 |                             joblib.externals.loky.reusable_executor
import time:       793 |        793 |                             joblib.externals.loky.cloudpickle_wrapper
import time:      1005 |      25604 |                           joblib.externals.loky
import time:       873 |      27101 |                         joblib._cloudpickle_wrapper
import time:      1626 |       1626 |                           joblib._utils
import time:      1011 |       1011 |                           multiprocessing.pool
import time:        75 |         75 |                               mmap
import time:       899 |        899 |                               joblib.backports
import time:       673 |        673 |                               joblib.disk
import time:       871 |        871 |                                     runpy
import time:       586 |       1456 |                                   multiprocessing.spawn
import time:       828 |       2284 |                                 multiprocessing.resource_tracker
import time:       777 |        777 |                                 joblib.externals.loky.backend.spawn
import time:       825 |       3885 |                               joblib.externals.loky.backend.resource_tracker
import time:       340 |        340 |                                   lz4
import time:       712 |       1051 |                                 joblib.compressor
import time:       653 |        653 |                                   joblib.numpy_pickle_utils
import time:       839 |       1491 |                                 joblib.numpy_pickle_compat
import time:       754 |       3296 |                               joblib.numpy_pickle
import time:       826 |       9651 |                             joblib._memmapping_reducer
import time:       618 |      10269 |                           joblib.executor
import time:       722 |        722 |                           joblib.pool
import time:       959 |      14585 |                         joblib._parallel_backends
import time:       522 |        522 |                           joblib.logger
import time:       862 |       1384 |                         joblib._store_backends
import time:      1106 |       1106 |                             _decimal
import time:       588 |       1693 |                           decimal
import time:       626 |       2319 |                         joblib.hashing
import time:       672 |        672 |                           joblib.func_inspect
import time:      1060 |       1731 |                         joblib.memory
import time:       941 |        941 |                         joblib.parallel
import time:      1125 |      49183 |                       joblib
import time:      1247 |       1247 |                           scipy.special._sf_error
import time:       879 |        879 |                             scipy.special._ufuncs_cxx
import time:      1223 |       1223 |                             scipy.special._special_ufuncs
import time:      1629 |       3731 |                           scipy.special._ufuncs
import time:       952 |        952 |                           scipy.special._support_alternative_backends
import time:       767 |        767 |                             scipy.special._gufuncs
import time:       769 |        769 |                             scipy.special._input_validation
import time:       852 |        852 |                             scipy.special._specfun
import time:       464 |        464 |                             scipy.special._comb
import time:       995 |        995 |                             scipy.special._multiufuncs
import time:      1135 |       4981 |                           scipy.special._basic
import time:       709 |        709 |                               scipy._lib.array_api_extra._funcs
import time:       558 |       1267 |                             scipy._lib.array_api_extra
import time:       756 |       2022 |                           scipy.special._logsumexp
import time:      1020 |       1020 |                           scipy.special._orthogonal
import time:       596 |        596 |                           scipy.special._spfun_stats
import time:       626 |        626 |                             scipy.special._ellip_harm_2
import time:       567 |       1193 |                           scipy.special._ellip_harm
import time:       704 |        704 |                           scipy.special._lambertw
import time:       566 |        566 |                           scipy.special._spherical_bessel
import time:       518 |        518 |                           scipy.special.add_newdocs
import time:       503 |        503 |                           scipy.special.basic
import time:       519 |        519 |                           scipy.special.orthogonal
import time:       546 |        546 |                           scipy.special.specfun
import time:       491 |        491 |                           scipy.special.sf_error
import time:       472 |        472 |                           scipy.special.spfun_stats
import time:      1328 |      21382 |                         scipy.special
import time:       531 |        531 |                         sklearn.externals
import time:      1104 |       1104 |                               sklearn.externals.array_api_compat.common._typing
import time:       837 |       1941 |                             sklearn.externals.array_api_compat.common._helpers
import time:       636 |       2576 |                           sklearn.externals.array_api_compat.common
import time:       681 |       3256 |                         sklearn.externals.array_api_compat
import time:       514 |        514 |                                 sklearn.externals.array_api_extra._lib._utils
import time:       457 |        457 |                                   sklearn.externals._array_api_compat_vendor
import time:       666 |       1123 |                                 sklearn.externals.array_api_extra._lib._utils._compat
import time:       802 |       2438 |                               sklearn.externals.array_api_extra._lib._backends
import time:       486 |       2924 |                             sklearn.externals.array_api_extra._lib
import time:       448 |        448 |                                   sklearn.externals.array_api_extra._lib._utils._typing
import time:       574 |       1021 |                                 sklearn.externals.array_api_extra._lib._utils._helpers
import time:       808 |       1829 |                               sklearn.externals.array_api_extra._lib._at
import time:       674 |       2502 |                             sklearn.externals.array_api_extra._lib._funcs
import time:      1393 |       6818 |                           sklearn.externals.array_api_extra._delegation
import time:       867 |        867 |                           sklearn.externals.array_api_extra._lib._lazy
import time:       709 |       8394 |                         sklearn.externals.array_api_extra
import time:       509 |        509 |                             sklearn.externals.array_api_compat._internal
import time:       918 |        918 |                             sklearn.externals.array_api_compat.common._aliases
import time:       494 |        494 |                               sklearn.externals.array_api_compat.numpy._typing
import time:       641 |       1135 |                             sklearn.externals.array_api_compat.numpy._info
import time:      1994 |       4554 |                           sklearn.externals.array_api_compat.numpy._aliases
import time:       983 |        983 |                             sklearn.externals.array_api_compat.common._linalg
